"readerid","firstname","lastname","genrename","readcount"
719,"Erin","Lopez","Logistics","4"
720,"Alexis","Price","Anthropology","4"
721,"Joel","Spencer","Mathematics","4"
722,"John","Blackwell","Engineering","4"
723,"Matthew","Baker","Computer Science","4"
724,"Victoria","Cruz","Pharmacy","4"
725,"Charles","Dominguez","Children","4"
726,"Dorothy","Kelley","Computer Science","4"
727,"Mitchell","Gilbert","History","4"
728,"Mark","Young","Biography","4"
730,"Dennis","Duffy","Music","4"
732,"Preston","Espinoza","Chemistry","4"
733,"Erika","Stokes","Biography","4"
734,"Kaitlin","Hunt","Science Fiction","8"
735,"Tabitha","Gordon","Business","4"
736,"Michael","Lambert","Psychiatry","4"
737,"Andrea","Potts","Dance","4"
738,"Lindsay","Allen","Travel","8"
739,"Hayley","Carr","Human Resources","4"
740,"Michele","Harris","Biography","4"
741,"Angela","Griffin","Biography","4"
742,"Elizabeth","Jones","Human Resources","4"
744,"Randy","Bishop","Art","4"
747,"Amy","Blair","Health","4"
748,"Katherine","Goodman","Biology","4"
749,"Joseph","West","Drama","4"
751,"Janice","Schultz","Customer Service","4"
752,"Kaylee","Roberson","Criminal Justice","4"
753,"Brian","Carlson","Chemistry","4"
754,"Trevor","Owens","Strategy","4"
755,"Stacy","Fox","Consulting","4"
756,"Lynn","Hansen","Education","4"
757,"Vincent","Collins","Autobiography","4"
758,"Anthony","Robinson","Computer Science","8"
759,"Melissa","Luna","Biography","4"
760,"Nancy","Klein","Science Fiction","4"
761,"Natalie","Barrett","Art","4"
762,"Eric","Bridges","Mathematics","4"
763,"Anthony","Lewis","Law","4"
764,"Steven","Sullivan","Television","4"
765,"Kevin","Williams","Anthropology","4"
766,"Christopher","Martin","Logistics","4"
767,"Jessica","Allen","Biography","4"
768,"Leslie","Harris","Political Science","4"
769,"Rachel","Mitchell","Accounting","4"
770,"Jason","Young","Information Technology","8"
771,"Julie","Bernard","Comics","4"
772,"Karen","Martin","Veterinary","8"
773,"Cynthia","Lynch","Physics","4"
774,"Christine","Walker","Business","4"
775,"Natalie","Williams","Graphic Novel","4"
776,"Amanda","Simon","Fantasy","8"
777,"Reginald","Olsen","Sociology","8"
778,"Nicholas","Saunders","Thriller","4"
779,"William","Johnson","Romance","4"
780,"Jennifer","Morris","Children","4"
781,"Caroline","Parsons","Geography","4"
782,"Ashley","Brown","Psychology","4"
783,"Jorge","Johnson","Dentistry","4"
784,"Kevin","Marshall","Anthropology","4"
785,"Brandon","Mercado","Accounting","4"
786,"Stephanie","Williams","Graphic Novel","4"
787,"Tiffany","Taylor","Economics","4"
788,"Jeffrey","Mcclain","Biography","4"
789,"Derek","Johnson","Anthropology","4"
790,"Gabriel","Henderson","Business","4"
791,"Willie","Daniel","Philosophy","4"
792,"Cody","Stevens","Film","4"
793,"Dawn","Allen","Geography","4"
794,"Carl","Velasquez","Health","4"
795,"Samuel","Clay","Business","4"
796,"Kenneth","Barnes","Chemistry","4"
797,"Brandon","Hill","Anthropology","4"
798,"Tracey","Perry","Law","4"
799,"Melanie","Johnson","Children","4"
800,"Debra","Gray","Criminal Justice","4"
801,"Stephanie","Tucker","Biography","4"
802,"Anna","Reed","Health","8"
803,"Rachel","Holmes","History","4"
804,"April","Foster","Film","4"
805,"Robert","Brown","Consulting","4"
806,"Kristin","Fernandez","Spirituality","8"
807,"Lisa","Hill","Poetry","4"
808,"Ryan","Miller","Information Technology","4"
809,"Joseph","Peck","Non-Fiction","4"
810,"Brian","Jones","Human Resources","4"
811,"Julie","Tate","Biography","4"
812,"Antonio","Davis","Biography","4"
813,"Heather","Briggs","Mystery","4"
814,"Paul","Hardin","Mathematics","8"
815,"Jesse","Harris","Philosophy","8"
816,"Charles","Bailey","Anthropology","4"
817,"Claudia","Baker","Dance","4"
818,"Belinda","Rodriguez","History","4"
819,"Lori","King","Criminal Justice","4"
820,"Steve","Anderson","Consulting","4"
821,"Christopher","Stewart","Biography","4"
822,"John","Mathews","Engineering","4"
823,"Colleen","Johnson","Marketing","4"
824,"Justin","Ferguson","Accounting","4"
826,"Erin","Stanley","Anthropology","4"
827,"Jasmine","Mcbride","Information Technology","4"
828,"Tamara","Lopez","Geography","4"
829,"Matthew","Robinson","Psychiatry","4"
830,"Erin","Gutierrez","Consulting","4"
831,"Holly","Dunn","Biography","4"
832,"Charles","Velasquez","Consulting","4"
833,"Steven","Barr","Biology","4"
834,"Jerry","Reynolds","Autobiography","4"
835,"Lisa","Perez","Health","4"
836,"Dave","Mack","Education","4"
837,"Travis","Allen","Business","4"
838,"Sean","Romero","Customer Service","4"
839,"Mackenzie","Mays","Mathematics","4"
840,"Margaret","Coleman","Health","4"
841,"Heather","Montes","Horror","4"
842,"Edward","Murphy","Business","4"
843,"Kathleen","Williams","Criminal Justice","4"
844,"Rachel","Lam","Theatre","4"
845,"Christopher","Love","Fiction","8"
846,"Hayley","Morgan","Comics","4"
847,"Stephen","Dixon","Graphic Novel","4"
848,"Judy","Serrano","Leadership","4"
849,"Robert","Williams","Criminal Justice","4"
850,"James","Morris","Computer Science","4"
852,"Stacie","Trujillo","Entrepreneurship","4"
853,"Justin","Stone","Drama","4"
854,"Stephanie","Schultz","Geography","4"
855,"Noah","Salazar","Drama","4"
856,"Sara","Sandoval","Chemistry","4"
857,"Mark","Guzman","Children","4"
858,"Jeffrey","Smith","Fantasy","4"
859,"Donald","Soto","Dance","4"
860,"Stacie","Hunter","Mathematics","4"
861,"Brandon","Lee","Dance","4"
862,"Lucas","Blackwell","Computer Science","4"
863,"Catherine","Gray","Art","4"
864,"Jonathan","Morgan","Horror","4"
865,"Heather","Stone","Science","4"
866,"Cameron","Johnson","Logistics","4"
867,"Scott","Randolph","Dance","4"
868,"Jeanette","Smith","Autobiography","8"
869,"Amanda","Snyder","Drama","4"
870,"Ashley","Johnson","Comics","4"
871,"Angela","Fischer","Business","4"
872,"Julian","Torres","Biology","4"
873,"Erica","Carter","Dance","4"
874,"Denise","Floyd","Criminal Justice","4"
875,"Jonathan","Hill","Business","4"
876,"Brett","Bender","Art","4"
877,"Garrett","Ramirez","Spirituality","4"
878,"Rebecca","Owens","Political Science","8"
879,"Philip","Barnes","Biology","4"
880,"Cole","Wallace","Innovation","4"
881,"Ashlee","Stewart","Health","4"
882,"Karen","Ross","Music","4"
883,"Julia","Daniels","Biology","4"
884,"Grace","Reese","Criminal Justice","4"
885,"Nicole","Martin","Pharmacy","4"
886,"Brandi","Valdez","Dance","4"
887,"Kyle","Thompson","Criminal Justice","4"
888,"Chase","Munoz","Chemistry","4"
889,"Jonathan","Myers","Theatre","4"
890,"Margaret","Wong","Entrepreneurship","8"
891,"Melvin","Kim","Philosophy","4"
892,"Shawn","Miller","Autobiography","4"
893,"Katrina","Baker","Criminal Justice","4"
895,"Amber","Robertson","Economics","4"
896,"Theresa","Humphrey","Theology","4"
897,"Renee","Mathews","Economics","8"
898,"Kristin","Hall","Religion","4"
899,"Danielle","Newman","Sociology","4"
900,"Vickie","Hawkins","Children","4"
901,"Alexander","Jennings","Biology","4"
902,"Ryan","Neal","Spirituality","4"
903,"David","Jackson","Young Adult","4"
904,"Margaret","Barrett","Psychiatry","4"
905,"Elizabeth","Larson","Comics","4"
906,"Patricia","Clark","Science Fiction","4"
907,"Samantha","Vasquez","Fitness","4"
908,"Spencer","Harrington","Cooking","8"
909,"Brian","Hill","History","4"
910,"John","Russell","Philosophy","4"
911,"Julie","Choi","Autobiography","4"
912,"Mason","Bean","Politics","4"
913,"Molly","Mann","Accounting","4"
914,"Tim","Sims","Logistics","4"
915,"James","Reynolds","Leadership","4"
916,"Jonathan","Jones","Cooking","4"
918,"John","Garner","Non-Fiction","4"
919,"Patrick","Ford","Sports","4"
920,"Jacob","Mccullough","Dentistry","4"
921,"Olivia","Crawford","Music","8"
922,"Ryan","Perez","Comics","4"
923,"Jill","Chapman","Fitness","4"
925,"Steven","Burns","Criminal Justice","4"
926,"Claudia","Fisher","Engineering","4"
927,"Richard","Lambert","Fiction","4"
928,"Douglas","Dillon","Customer Service","4"
929,"Peter","Walsh","Dance","4"
930,"Victoria","Wood","Economics","4"
931,"David","Hatfield","Engineering","4"
932,"Denise","Lopez","Information Technology","4"
933,"Sarah","Kramer","Biography","4"
934,"Chris","Meyers","Business","4"
935,"Philip","Smith","Consulting","4"
936,"Logan","Thomas","Biology","4"
937,"Nancy","Stone","Poetry","4"
938,"Theresa","Monroe","Fitness","4"
939,"Kristen","Cummings","Dance","4"
940,"Ashley","Booth","Dentistry","4"
941,"William","Cook","Operations","8"
942,"Timothy","Ingram","Engineering","4"
943,"Jake","Roberts","Cooking","4"
944,"Hannah","Zimmerman","Economics","4"
945,"Kristin","West","Logistics","4"
947,"Joseph","English","Criminal Justice","4"
948,"Elizabeth","Johnson","Biography","4"
949,"Audrey","Jones","Leadership","4"
950,"Jenny","Flores","Dance","4"
951,"Richard","Burke","Anthropology","4"
952,"Stephanie","Martinez","Customer Service","4"
953,"Bradley","Phillips","Spirituality","8"
955,"Sheila","Gonzalez","Cooking","4"
956,"Wesley","Wright","Economics","4"
957,"Jessica","Adams","Business","4"
958,"Denise","Mitchell","Biology","4"
959,"Stephen","Gonzalez","Marketing","4"
961,"Lori","Cruz","Anthropology","4"
962,"Jamie","Reyes","Psychology","4"
963,"Cynthia","Ruiz","Dance","4"
964,"Heather","Jones","Fiction","8"
965,"Rose","Palmer","Nursing","4"
966,"Linda","Larsen","Horror","8"
967,"Mariah","Young","Autobiography","4"
968,"Sarah","Fox","Film","4"
969,"Michael","Chase","Health","4"
970,"Joseph","Moore","Fantasy","4"
971,"Destiny","Wilson","Accounting","4"
972,"Curtis","Morgan","Accounting","4"
973,"Derrick","Winters","Biology","4"
975,"Mary","Morrison","Theatre","4"
976,"Andrea","White","Computer Science","4"
977,"Michelle","Cannon","Geography","4"
978,"Clayton","Thompson","Cooking","4"
979,"Frances","Sheppard","Dentistry","4"
980,"Nicholas","Francis","Children","4"
982,"Maria","Woodard","Geography","4"
983,"Megan","Meyer","Anthropology","4"
984,"Steven","Cross","Dentistry","4"
985,"Toni","Mitchell","Computer Science","4"
986,"Alexander","Johnson","Customer Service","4"
987,"Cody","Rodriguez","Geography","4"
988,"Caitlin","Chapman","Marketing","4"
989,"Christopher","Vincent","Information Technology","8"
990,"Tanya","May","Medicine","8"
991,"Larry","Reynolds","Horror","4"
992,"William","Huynh","Geography","4"
993,"Michelle","Stafford","Engineering","4"
994,"Crystal","Alvarez","Comics","4"
995,"Emily","Vasquez","Anthropology","4"
996,"Matthew","Porter","Comics","4"
998,"Dave","Massey","Chemistry","4"
999,"Aaron","Willis","Comics","4"
1000,"Sandra","Watson","Comics","4"
1001,"Sara","Pena","Dance","4"
1002,"Tim","Solis","Autobiography","4"
1003,"Brittany","Gilbert","Comics","4"
1004,"Amy","Thornton","Radio","4"
1005,"Brett","Davis","Business","4"
1006,"Victoria","Huerta","Computer Science","4"
1007,"Kathryn","Lopez","Children","4"
1008,"Tara","Becker","Journalism","8"
1009,"Kristina","Nolan","Thriller","4"
1010,"Erik","Fuentes","Mystery","4"
1011,"Alan","Williams","Anthropology","8"
1012,"Nathan","Robles","Children","4"
1013,"Angel","Friedman","Biography","4"
1014,"Kaitlyn","Hernandez","History","4"
1015,"Danielle","Smith","Accounting","4"
1017,"Brenda","Martinez","Literature","4"
1018,"Carol","Arellano","Dentistry","4"
1019,"Katherine","Tucker","Chemistry","4"
1020,"Ruben","Martinez","Mathematics","8"
1021,"William","Murphy","Accounting","4"
1022,"Michelle","Tyler","Art","4"
1023,"Jocelyn","Green","Horror","4"
1024,"Corey","Maxwell","Autobiography","4"
1025,"Warren","Green","Biology","4"
1026,"Vanessa","Adams","Business","4"
1027,"Gabrielle","Sullivan","Geography","4"
1028,"Christopher","Wilson","Dentistry","4"
1029,"Lisa","Walker","Art","4"
1030,"Beverly","Bautista","Children","4"
1031,"Jacqueline","Hall","Biography","4"
1032,"Deborah","Simpson","Art","8"
1033,"Chelsea","Martinez","Dentistry","4"
1034,"Randall","Harrell","Business","4"
1035,"Angela","Carrillo","Fiction","4"
1036,"Stephanie","Martin","Fiction","4"
1037,"Diana","Stewart","Business","4"
1038,"Andrea","Liu","Religion","4"
1039,"Andrew","Montoya","Accounting","4"
1040,"John","Murphy","Customer Service","4"
1041,"William","Campbell","Accounting","4"
1042,"Sydney","King","Chemistry","4"
1043,"Rachel","Smith","Dance","4"
1044,"Maria","Hernandez","Children","4"
1045,"Felicia","Snyder","Chemistry","4"
1046,"Shannon","Reynolds","Art","4"
1047,"Zachary","Nelson","Anthropology","4"
1048,"Samantha","Gonzalez","Economics","4"
1050,"Jeremy","Luna","Sales","4"
1051,"Sharon","Beltran","Art","4"
1052,"Angela","Liu","Law","4"
1053,"Brenda","Mendoza","Customer Service","4"
1054,"Jillian","Hill","Nursing","4"
1055,"Jacob","Johnson","Criminal Justice","4"
1056,"Shelly","Howell","Customer Service","4"
1057,"Michelle","Morgan","Art","4"
1058,"Herbert","Gibson","Art","4"
1059,"Christine","White","Journalism","4"
1060,"Christian","Martin","Horror","4"
1061,"Shannon","Ayers","Anthropology","4"
1062,"Sarah","Carlson","Law","4"
1063,"Kimberly","White","Children","4"
1064,"Ricardo","Smith","Chemistry","4"
1065,"Hannah","Cox","Biology","4"
1066,"Dawn","Wang","Human Resources","4"
1067,"Courtney","Owens","Physics","4"
1068,"Shawn","Nelson","Poetry","4"
1069,"Kenneth","Morrison","Computer Science","4"
1070,"Sarah","Coleman","Comics","4"
1071,"Thomas","Adams","Engineering","4"
1072,"Russell","Carter","Fantasy","4"
1073,"Austin","Carrillo","Economics","4"
1074,"Sean","Hayes","Education","4"
1075,"Bradley","Mccarty","Physics","4"
1076,"Bonnie","Herrera","Horror","4"
1077,"David","Solomon","Fantasy","4"
1078,"Gabriel","Reed","Graphic Novel","4"
1079,"Joanne","Martin","Human Resources","4"
1080,"April","Fernandez","Accounting","4"
1081,"Rebecca","Duarte","Children","4"
1082,"Scott","Ellis","Autobiography","4"
1083,"Jeff","Thomas","Cooking","4"
1084,"Caroline","Patterson","Engineering","4"
1085,"Alexandra","White","Anthropology","4"
1086,"Margaret","Adams","Dentistry","4"
1087,"Samantha","Ramos","Radio","4"
1088,"Sara","Frazier","Sports","4"
1089,"Lisa","Brady","Biology","4"
1090,"Stephanie","Ramos","Psychiatry","4"
1091,"Linda","Johnson","Music","4"
1092,"Thomas","Scott","Art","4"
1093,"Thomas","Stewart","Spirituality","8"
1094,"David","Collins","Criminal Justice","4"
1095,"Megan","Pollard","Chemistry","4"
1096,"Robert","Silva","Customer Service","4"
1097,"Charles","White","Children","4"
1099,"John","Baker","Entrepreneurship","4"
1100,"Becky","Holland","Economics","4"
1101,"Jonathan","Holloway","Horror","4"
1102,"Sheila","Roberts","Comics","4"
1103,"Michael","Watkins","Drama","8"
1104,"Collin","Hurley","Consulting","4"
1105,"Matthew","Fisher","Anthropology","4"
1106,"Derek","Hopkins","Biology","4"
1107,"Patrick","Fisher","Health","4"
1108,"William","Wilson","Supply Chain","4"
1109,"Crystal","Farrell","Anthropology","4"
1110,"Joseph","Thompson","Accounting","8"
1111,"Gene","Benitez","Accounting","4"
1112,"Aaron","Powell","Fiction","4"
1113,"Anthony","Khan","Biology","4"
1114,"Michael","Vasquez","Children","4"
1115,"Tracy","Morrow","History","4"
1116,"Brian","Moyer","Accounting","4"
1117,"Robert","Martin","Dentistry","4"
1118,"Alison","Williams","Operations","4"
1119,"Jerome","Johnson","Politics","4"
1120,"Debra","Ware","Anthropology","4"
1121,"James","Friedman","Biography","4"
1122,"Glenn","Gonzalez","Graphic Novel","8"
1123,"William","Fitzpatrick","Dentistry","4"
1124,"Terri","Cox","Logistics","8"
1125,"Denise","Herrera","Innovation","4"
1126,"John","Kelly","Poetry","4"
1127,"Victoria","Grant","Children","4"
1128,"Ryan","Smith","Science Fiction","8"
1129,"Christopher","Novak","Anthropology","4"
1130,"David","Diaz","Film","4"
1131,"Ronald","Reeves","Dentistry","4"
1132,"William","Stewart","Radio","4"
1133,"Joseph","Snyder","Anthropology","4"
1134,"John","Lewis","Art","4"
1135,"Laura","Dougherty","Health","4"
1136,"Stephanie","Smith","Fiction","4"
1137,"Travis","Bright","Fantasy","4"
1138,"Bobby","Clark","Accounting","4"
1139,"Jordan","Hebert","Geography","4"
1140,"Julia","Guzman","Children","4"
1141,"James","Moore","Law","4"
1142,"Crystal","Jimenez","Self-Help","8"
1143,"Joshua","Russell","Art","4"
1144,"Julie","Olsen","Autobiography","8"
1145,"Casey","Hamilton","Geography","4"
1146,"Whitney","Hoffman","Children","4"
1147,"Donna","Erickson","Graphic Novel","4"
1148,"Michael","Mclean","Politics","8"
1149,"Darlene","Brown","Biology","4"
1150,"Cynthia","Lee","Comics","4"
1151,"Sue","Rogers","Self-Help","4"
1152,"Christine","Tapia","Consulting","4"
1153,"Tanya","Moore","Journalism","4"
1154,"Michelle","Fernandez","Film","4"
1155,"Heather","Moore","Poetry","4"
1156,"Jeffrey","Vaughan","Criminal Justice","4"
1157,"Isaac","Williamson","Accounting","4"
1158,"Brian","Mitchell","Cooking","4"
1159,"Angela","Carson","Comics","4"
1160,"John","Moreno","Art","4"
1161,"Kathleen","Russell","Fiction","4"
1162,"Kevin","Macias","Information Technology","4"
1163,"Connie","Sparks","Drama","4"
1164,"Jennifer","Stephens","Dance","4"
1166,"Phillip","Patterson","Anthropology","4"
1167,"Tabitha","Charles","Fitness","4"
1168,"Debra","Christian","Politics","8"
1169,"Melanie","Bruce","Film","4"
1170,"Eric","Gomez","Technology","4"
1171,"Kimberly","Moore","Art","4"
1172,"April","Davis","Dentistry","4"
1173,"Ian","Duncan","History","4"
1174,"Megan","Payne","Accounting","4"
1175,"Marcus","Johnson","Business","4"
1176,"Ronald","Nelson","Comics","4"
1177,"Sherry","Stewart","Autobiography","8"
1178,"Jonathan","Wilson","Management","4"
1179,"Melissa","Cruz","Philosophy","4"
1180,"Amanda","Frye","Economics","4"
1181,"Allen","Houston","Autobiography","4"
1182,"April","Blake","Fiction","4"
1183,"Steven","Wall","Business","4"
1184,"Matthew","Harrison","Children","4"
1185,"Ryan","Bailey","Sociology","4"
1186,"Karen","Rodriguez","Human Resources","4"
1187,"Kimberly","Alvarado","Graphic Novel","4"
1188,"Elizabeth","Cherry","Engineering","4"
1189,"Valerie","Pham","Anthropology","4"
1190,"Joseph","Wilson","Education","4"
1191,"Michael","Wolf","Self-Help","8"
1192,"John","Nguyen","Cooking","4"
1193,"Raymond","Arroyo","Graphic Novel","4"
1194,"Jillian","Marquez","Accounting","4"
1195,"Richard","Clark","Anthropology","4"
1197,"Katie","Hunt","Criminal Justice","4"
1198,"Christopher","Rice","Autobiography","4"
1199,"John","Hunter","Comics","4"
1201,"John","Alvarado","Criminal Justice","4"
1202,"Joann","Castro","Psychology","8"
1203,"Tammy","Peters","Finance","4"
1204,"Rebecca","Bentley","Biography","4"
1205,"Kenneth","Hoffman","Education","4"
1206,"Melissa","Morris","Entrepreneurship","4"
1207,"Amanda","Beard","Education","4"
1208,"Donald","Greene","Psychiatry","4"
1209,"Jason","Day","Cooking","8"
1210,"John","Miller","Art","4"
1211,"Mary","Day","Children","4"
1212,"Michael","Brewer","Anthropology","4"
1214,"Brian","Bishop","Finance","4"
1215,"Michael","Willis","Comics","4"
1216,"Joshua","Conley","Autobiography","4"
1217,"Matthew","Clark","Business","4"
