"readerid","firstname","lastname","message","sentdate","isread"
5611,"Shawn","Miller","Your book is due in 1 week! Please return it on time.","2024-12-02",False
72,"Cameron","Bridges","Your book is due in 1 week! Please return it on time.","2024-12-02",False
8960,"James","Hoffman","Your book is due in 1 week! Please return it on time.","2024-12-02",False
10467,"Amanda","Short","Your book is due in 1 week! Please return it on time.","2024-12-02",False
5015,"Samantha","Jenkins","Your book is due in 1 week! Please return it on time.","2024-12-02",True
19100,"Travis","Clark","Your book is due in 1 week! Please return it on time.","2024-12-02",True
21429,"Lisa","Murphy","Your book is due in 1 week! Please return it on time.","2024-12-02",False
2895,"Eric","Daniels","Your book is due in 1 week! Please return it on time.","2024-12-02",True
32395,"Jessica","Wolfe","Your book is due in 1 week! Please return it on time.","2024-12-02",False
9313,"Jesse","Young","Your book is due in 1 week! Please return it on time.","2024-12-02",True
1483,"Sarah","Lyons","Your book is due in 1 week! Please return it on time.","2024-12-02",True
2693,"Brian","Elliott","Your book is due in 1 week! Please return it on time.","2024-12-02",False
6157,"Ashley","Brooks","Your book is due in 1 week! Please return it on time.","2024-12-02",True
24350,"Jessica","Eaton","Your book is due in 1 week! Please return it on time.","2024-12-02",False
1399,"Pamela","Ellis","Your book is due in 1 week! Please return it on time.","2024-12-02",True
9088,"Patricia","Gomez","Your book is due in 1 week! Please return it on time.","2024-12-02",True
29932,"Nicholas","Morrow","Your book is due in 1 week! Please return it on time.","2024-12-02",False
3530,"Patrick","Brady","Your book is due in 1 week! Please return it on time.","2024-12-02",False
7492,"Lisa","Morgan","Your book is due in 1 week! Please return it on time.","2024-12-02",True
15879,"Carly","Smith","Your book is due in 1 week! Please return it on time.","2024-12-02",False
32211,"Patrick","Davis","Your book is due in 1 week! Please return it on time.","2024-12-02",True
28395,"Marc","Barnes","Your book is due in 1 week! Please return it on time.","2024-12-02",False
860,"Stacie","Hunter","Your book is due in 1 week! Please return it on time.","2024-12-02",False
26404,"Michelle","Edwards","Your book is due in 1 week! Please return it on time.","2024-12-02",True
5255,"Austin","Williams","Your book is due in 1 week! Please return it on time.","2024-12-02",True
15191,"Dylan","Fischer","Your book is due in 1 week! Please return it on time.","2024-12-02",True
33224,"Richard","Jackson","Your book is due in 1 week! Please return it on time.","2024-12-02",True
21671,"Suzanne","Thompson","Your book is due in 1 week! Please return it on time.","2024-12-02",False
20765,"Andrea","Stevenson","Your book is due in 1 week! Please return it on time.","2024-12-02",False
9031,"Karen","Wilson","Your book is due in 1 week! Please return it on time.","2024-12-02",False
8559,"William","Ford","Your book is due in 1 week! Please return it on time.","2024-12-02",True
27934,"Jennifer","Cox","Your book is due in 1 week! Please return it on time.","2024-12-02",True
5072,"Michael","Castaneda","Your book is due in 1 week! Please return it on time.","2024-12-02",True
415,"Audrey","Harrison","Your book is due in 1 week! Please return it on time.","2024-12-02",True
5190,"Danielle","Dunn","Your book is due in 1 week! Please return it on time.","2024-12-02",False
23313,"Joy","Richardson","Your book is due in 1 week! Please return it on time.","2024-12-02",True
30883,"Justin","Rodriguez","Your book is due in 1 week! Please return it on time.","2024-12-02",True
30758,"Bobby","Lopez","Your book is due in 1 week! Please return it on time.","2024-12-02",True
26335,"Steven","Turner","Your book is due in 1 week! Please return it on time.","2024-12-02",False
24159,"Melissa","Sanders","Your book is due in 1 week! Please return it on time.","2024-12-02",True
20462,"Jason","Anderson","Your book is due in 1 week! Please return it on time.","2024-12-02",False
17865,"Matthew","King","Your book is due in 1 week! Please return it on time.","2024-12-02",False
2673,"Leslie","Holmes","Your book is due in 1 week! Please return it on time.","2024-12-02",False
13579,"Kimberly","Wilson","Your book is due in 1 week! Please return it on time.","2024-12-02",True
9110,"Theresa","Jones","Your book is due in 1 week! Please return it on time.","2024-12-02",True
10511,"Jesse","Luna","Your book is due in 1 week! Please return it on time.","2024-12-02",True
3059,"Vanessa","Mcconnell","Your book is due in 1 week! Please return it on time.","2024-12-02",False
8381,"Stephanie","Jenkins","Your book is due in 1 week! Please return it on time.","2024-12-02",False
16052,"Lindsey","Reyes","Your book is due in 1 week! Please return it on time.","2024-12-02",True
3861,"Justin","Robinson","Your book is due in 1 week! Please return it on time.","2024-12-02",False
10477,"James","Monroe","Your book is due in 1 week! Please return it on time.","2024-12-02",False
32971,"Sarah","Williams","Your book is due in 1 week! Please return it on time.","2024-12-02",True
31616,"Mark","Wyatt","Your book is due in 1 week! Please return it on time.","2024-12-02",True
14938,"Gerald","Ellis","Your book is due in 1 week! Please return it on time.","2024-12-02",True
13537,"Carol","Monroe","Your book is due in 1 week! Please return it on time.","2024-12-02",True
17523,"Jason","Brown","Your book is due in 1 week! Please return it on time.","2024-12-02",False
32934,"Patrick","Green","Your book is due in 1 week! Please return it on time.","2024-12-02",True
20880,"William","Ellis","Your book is due in 1 week! Please return it on time.","2024-12-02",False
28694,"Dylan","Brown","Your book is due in 1 week! Please return it on time.","2024-12-02",True
24636,"Christopher","Price","Your book is due in 1 week! Please return it on time.","2024-12-02",True
7990,"Stephen","Thompson","Your book is due in 1 week! Please return it on time.","2024-12-02",True
9517,"Joshua","Dickson","Your book is due in 1 week! Please return it on time.","2024-12-02",True
3170,"Elizabeth","Wood","Your book is due in 1 week! Please return it on time.","2024-12-02",False
31529,"Sarah","Buck","Your book is due in 1 week! Please return it on time.","2024-12-02",True
24579,"Deborah","Steele","Your book is due in 1 week! Please return it on time.","2024-12-02",False
10869,"Marcus","Atkinson","Your book is due in 1 week! Please return it on time.","2024-12-02",False
30344,"Jason","Mcguire","Your book is due in 1 week! Please return it on time.","2024-12-02",False
16693,"Shannon","Moran","Your book is due in 1 week! Please return it on time.","2024-12-02",True
30633,"Katherine","Park","Your book is due in 1 week! Please return it on time.","2024-12-02",False
25715,"Gloria","Craig","Your book is due in 1 week! Please return it on time.","2024-12-02",False
28395,"Marc","Barnes","Your book is due in 1 week! Please return it on time.","2024-12-02",True
18430,"Lisa","Miranda","Your book is due in 1 week! Please return it on time.","2024-12-02",False
30821,"Michael","Salazar","Your book is due in 1 week! Please return it on time.","2024-12-02",True
27113,"Yolanda","Long","Your book is due in 1 week! Please return it on time.","2024-12-02",False
27566,"Jennifer","Bautista","Your book is due in 1 week! Please return it on time.","2024-12-02",False
15856,"William","Campbell","Your book is due in 1 week! Please return it on time.","2024-12-02",True
5386,"Brianna","Morgan","Your book is due in 1 week! Please return it on time.","2024-12-02",False
32615,"Lynn","Rodriguez","Your book is due in 1 week! Please return it on time.","2024-12-02",False
163,"Daniel","Cain","Your book is due in 1 week! Please return it on time.","2024-12-02",True
26083,"Sherry","Washington","Your book is due in 1 week! Please return it on time.","2024-12-02",True
23827,"Robert","Jordan","Your book is due in 1 week! Please return it on time.","2024-12-02",True
75,"Julie","Gonzales","Your book is due in 1 week! Please return it on time.","2024-12-02",True
30819,"Elizabeth","Campbell","Your book is due in 1 week! Please return it on time.","2024-12-02",True
25562,"Christopher","Bryant","Your book is due in 1 week! Please return it on time.","2024-12-02",False
26433,"Melanie","Mccoy","Your book is due in 1 week! Please return it on time.","2024-12-02",False
28205,"Sheri","Williams","Your book is due in 1 week! Please return it on time.","2024-12-02",True
31101,"Kylie","White","Your book is due in 1 week! Please return it on time.","2024-12-02",True
878,"Rebecca","Owens","Your book is due in 1 week! Please return it on time.","2024-12-02",True
22777,"Matthew","Gallagher","Your book is due in 1 week! Please return it on time.","2024-12-02",True
26700,"Aaron","Morales","Your book is due in 1 week! Please return it on time.","2024-12-02",True
22460,"Chase","Williams","Your book is due in 1 week! Please return it on time.","2024-12-02",True
32110,"Mary","Hansen","Your book is due in 1 week! Please return it on time.","2024-12-02",False
3219,"Zachary","Whitaker","Your book is due in 1 week! Please return it on time.","2024-12-02",False
9197,"Paul","Anderson","Your book is due in 1 week! Please return it on time.","2024-12-02",False
33068,"Haley","Avery","Your book is due in 1 week! Please return it on time.","2024-12-02",True
4737,"Melissa","Park","Your book is due in 1 week! Please return it on time.","2024-12-02",True
19713,"Katherine","Rose","Your book is due in 1 week! Please return it on time.","2024-12-02",True
18837,"Timothy","Rivera","Your book is due in 1 week! Please return it on time.","2024-12-02",False
23721,"Michael","George","Your book is due in 1 week! Please return it on time.","2024-12-02",False
4727,"Kelly","Carter","Your book is due in 1 week! Please return it on time.","2024-12-02",True
25554,"Brian","Beasley","Your book is due in 1 week! Please return it on time.","2024-12-02",False
21731,"Donald","George","Your book is due in 1 week! Please return it on time.","2024-12-02",False
24724,"Misty","Sosa","Your book is due in 1 week! Please return it on time.","2024-12-02",False
22891,"Ronald","Cox","Your book is due in 1 week! Please return it on time.","2024-12-02",True
9697,"Evan","Vargas","Your book is due in 1 week! Please return it on time.","2024-12-02",True
12503,"Andrew","Erickson","Your book is due in 1 week! Please return it on time.","2024-12-02",False
8370,"Jacob","Cortez","Your book is due in 1 week! Please return it on time.","2024-12-02",True
22467,"Lisa","Thomas","Your book is due in 1 week! Please return it on time.","2024-12-02",True
15945,"Tony","Campbell","Your book is due in 1 week! Please return it on time.","2024-12-02",True
20788,"Jonathan","Vaughn","Your book is due in 1 week! Please return it on time.","2024-12-02",False
32412,"Monica","Reeves","Your book is due in 1 week! Please return it on time.","2024-12-02",False
8842,"Victoria","Rodriguez","Your book is due in 1 week! Please return it on time.","2024-12-02",True
14130,"Michael","Soto","Your book is due in 1 week! Please return it on time.","2024-12-02",True
3377,"Jason","Dixon","Your book is due in 1 week! Please return it on time.","2024-12-02",False
24440,"Holly","Mayo","Your book is due in 1 week! Please return it on time.","2024-12-02",False
11430,"Patricia","Terrell","Your book is due in 1 week! Please return it on time.","2024-12-02",False
27595,"Nathan","Villa","Your book is due in 1 week! Please return it on time.","2024-12-02",True
4974,"James","Cook","Your book is due in 1 week! Please return it on time.","2024-12-02",False
18143,"Jennifer","Wilson","Your book is due in 1 week! Please return it on time.","2024-12-02",True
26012,"Monique","Aguilar","Your book is due in 1 week! Please return it on time.","2024-12-02",False
